,key_words_rak,key_words_tf_idf
442,",iterative process involving examinations,involves investigating multiple aspects,phenomenographic research typically focuses,inform program developers,including identity formation,physical science career,primary data sources,structured phenomenographic interviews,large midwestern university,upperlevel physics courses,subject specific identity,students undergraduate career,undergraduate career,level physics students,phenomenographic analysis",",pf,solution,problem solving,quantity,solving,problem,solutions,quality,step,fractions,phase,collaboratively,instruction,individually,cf"
443,",solving ideas trigger elaborative processes,individually learning students descriptively outperformed,reached satisfactory interrater reliability,design requirement kapur & bielaczyc,receive explicit instruction building,individual students acquired descriptively,collaboratively learning students developed,individually learning students generated,dividing equally + 1 point,collaboratively learning students generated,factors social form,applying logical reasoning,determine interrater reliability,domain specific issue,learning students generate qualitatively",",self,tracking,mid,app,ls,presentations,game,space,personal,reading,apps,videos,new,movement,ultimately"
444,",meetup group members expanded rapidly,feature volunteers giving ten,moderately advanced statistical technique,volunteers presenting refined versions,lifelong pursuit tracing back,qs centrally involves extended,analyzed presentations included ties,rapidly growing popular interest,face meetups typically occur,• qsers encounter disciplinary content,accompanying app data display,emphasized physical activity tracking,virtual qs knowledge exchanges,müller & brown,upcoming sixth iteration",",science practices,international,core,design principles,principles,learning goals,science,meet,participants,standards,items,evidence,practices,ideas,construct"
445,,",engineering,engineering design,design,courses,organizational,professional,technical,undergraduate,organization,practices,stevens,basis,trajectory,objects,project"
446,",medium sized professional engineering companies,make university design practices authentic,general engineering freshman design,organizational contexts constitute processes,professional engineering design environments,senior mechanical engineering design,professional engineering design practices,taking field notes,“real world” experience,solving technical problems,technicist rationality points,abstracted technical descriptions,present study attends,unlike sequenced courses,professional engineering practices",",professional,dbr,interactive,undergraduate,online,cases,edu,graduate,system,design based research,case,based research,courses,virtual,design based"
447,,",area,length,measurement,continuous,tasks,distance,figure,base,shape,design,conjecture,dynamic,conjectures,units,task"
448,,",critique,revisions,condition,genetics,prior knowledge,essay,revise,revision,parents,ideas,unit,probability,knowledge,posttest,prior"
449,",item siblingprepost involves independent assortment,low prior knowledge groups based,goals include independent assortment,employing manipulatable computer models,analyzed 12th grade students,based inquiry science environment,unit covers content contained,low prior knowledge groups,critique condition showed promise,teachers intermittently reminded students,moderately low genetics knowledge,continually constructed scientific knowledge,completed punnett square showing,essential scientific literacy skill,students achieved learning gains",",partner,information,carbon,related,explanations,content,topics,learner,visualization,learners,test,text,energy,knowledge,post test"
450,",cognitive group awareness tools fulfill,carbonaceous compounds runs completely,partnerrelated information implicitly guides learners,ensure controlled framework conditions,plant produces organic matter,group awareness tool search,related information affects learning behavior,findings including knowledge gain,related information triggers longer explanations,cognitive group awareness tool,current study combining quantitative,cognitive group awareness tools,information cueing refers back,graphics group relevant information,implicitly guiding learners means",",design,users,user,accessible,expert,course,prototype,thinking,designs,computer science,assignments,concepts,student,technical,techniques"
451,",present technical landscape includes virtual,computer science education research highlights,paper prototyping—assumed sighted users,expert users attended lab sections,engaging legitimate peripheral participation,expert user meetings motivated students,effectively incorporate teaching technical accessibility,study data comprised student assignments,including accessibility impact student learning,observed students interacting professionally,students grasped general design concepts,undergraduate technical computing programs,computer science curricula benefits technology,bigelow included universal design principles,journals offered detailed reflections",",engagement,presenting,mathematical,participation,classrooms,classroom,practices,teaching,ball,ideas,laboratory,mathematics,ways,teachers,carefully"
452,,",sustained,engagement,collaboration,vocabulary,active learning,formative assessment,tools,growth,formative,words,active,student,posts,figure,assessment"
453,,",chat,voices,voice,utterances,collaboration,conversation,inter,semantic,dialogue,cohesion,cscl,participant,participants,discourse,utterance"
454,",agglomerative hierarchical clustering algorithm,applying pointwise mutual information,natural language processing dimension,computer supported collaborative learning,longest semantic chain span,sustainably provide meaningful contributions,fewer approaches provide automatic,intense collaboration zones emerging,identified intense collaboration zones,highlighted intense collaboration zones,comparing individual voice distributions,identifying intense collaboration zones,voice identification process resides,cumulated contextual pmi view,collaborative learning activity",",families,family,children,parents,home,parent,science,media,activities,university,informal,design,symposium,research design,poster"
455,,",identity,art,youth,identity development,community,development,making,design,media,psychological,expression,public,identities,climate change,social"
456,",national science foundation cyberlearning grant,full graphic included specific actions,taking tool evernote heavily,social identity categories include race,qualitative research methods including interviews,facilitates psychological processes including exploring,authentic data journalism internship contributes,designed learning environment serves,professional tool adobe illustrator,design principles spark conversations,school aged youth sponsored,formal education approach flies,project involves students presenting,science news infographics published,based interaction camera system",",biology,workshop,science,ngss,science practices,practices,existing,application,nrc,experiences,iterations,responses,iteration,ideas,growth"
457,",focus group responses provided insights,evaluate competing design solutions,contemporary science curriculum frameworks,enhance student design competencies,genetically modify yeast cells,imagination phase involved developing,existing ngss framework applied,based workshop called biocakes,portable wetlab machine,supported personal expression,4 minute video ‘pitch,debriefing focus groups,partnering high school,prior scientific knowledge,examined video data",",prompt,load,metacognitive,cognitive load,learners,cognitive,support,solving,problem solving,phase,kapur,failure,problem,different types,problems"
458,",drawing learners back repeatedly,obstruct achieving productive failure,reported cognitive load based,solving process augments learners,metacognitive prompt affect learners,scored significantly higher,reduce extraneous load,developing cognitive structures,facilitate rsm generation,increase cognitive load,measuring cognitive load,high cognitive load,reduce cognitive load,suggests future research,productive failure environments",",engineering,design,engineering design,app,elementary,representational,draw,discipline,picture,representations,competence,whole class,ideas,knowledge building,ways"
459,",multimedia notebook page templates,interpretive case study approach,building involves making evidence,design notebooking ios app,completed digital design notebooks,modern computing tools,eastern united states,metarepresentational competence mediated,adapting earlier work,” paper devices launched,work investigating children,create learning environments,disciplinary work involves,early teaching experiment,teaching experiment offers",",ms,conversational,framing,classroom,page,teachers,evidence,sense making,science practices,consensus,model,frame,expectations,teacher,hypotheses"
460,",students recruited diverse intellectual resources,explosion frame negotiations revealed smoothness,conversational repairs quickly offered,science education reforms emphasize,productive classroom discourse relies,van zee & minstrell,theoretical questions emerging,crosstalk reflecting excitement,brainstorming/debating mechanistic explanations,debating mechanistic explanations,6th grade classroom,authentic science practices,ngss lead states,start guiding students,facilitating scientific sense",",epistemic,inquiry,electricity,knowledge,theory,kf,knowledge building,building,scientists,conduct,water,scientist,discourse,forum,knowledge forum"
461,",quantitative findings show positive effects,students taking collective cognitive responsibility,centred uptake discourse moves refer,designed computer supported collaborative learning,computer supported collaborative learning environment,epistemic inquiry activating prior knowledge,theory building includes discourse moves,analyzed key themes emerging,lemon juice/ salt water,kf high problem centred uptake,young students worked collectively,makes conductor conduct electricity,explicitly relate knowledge building,study collectively built ideas,research conceptualizing epistemic cognition",",balance,knowledge,cell,aims,forces,simulation,conceptual,biology,species,elements,shift,physics,element,cells,conceptual knowledge"
462,",symbolic form cluster competing terms,chemistry educators traditionally teach science,productive mechanistic reasoning compared,explicit instructional support fails,kip framework holds promise,potential design solution aims,organize knowledge elements visà,narrated animation promoted students,quantitative simulation promoted students,knowledge element dynamic balance,students understand physics equations,symbolic form balance,solving word problems,posing word problems,solve word problems",",experimental,written,writing,practices,inquiry,interpreting,scores,linear,versus,low,performance,investigations,statistically significant,statistically,virtual"
463,",multivariate general linear model,multivariate general linear models,inquiry intelligent tutoring system,high versus low competency,practices mutually affect students,total students exhibited discrepancies,written scientific explanations reflected,specific science inquiry practices,experimental versus written interpretation,virtual science inquiry investigations,approximately 60% exhibited discrepancies,online inquiry environment,low versus high,generation science standards,ngss lead states",",partnerships,transformative,agency,arts,experimentation,transform,engestr,critical,partnership,conflicts,object,power,historical,activity,expansive"
464,",singing traditional arabic songs taught,activity requires empowering transformative agency,create artsintegrated curricular units,presidential candidate gary johnson,authors identified discursive manifestations,5th grade students researched,integrated curricula required teachers,addressing potential critical conflicts,contradictions require critical experimentation,publicly resist allowed students,artist partnerships empower resistance,historically developing entity,investigating unfamiliar cultures,deliberately designing curricula,paper published earlier",",feedback,peer feedback,sense making,text,revision,peer,comments,comment,writing,problem,sense,support,making,changes,condition"
465,",collaborative activity holding rich,results showed increased scores,making support improves assessees,problem detection scores increased,problems detection scores decreased,writing activity including times,good writing including knowledge,making support helps assessees,making support condition sms+,feedback uptake variables significant,van den berg,german university participated,mother optimally support,making support helped students,low sample size",",reform,school,components,capacity,project,teacher,teachers,yes,scale,year,organizational,science,internal,mechanism,schools"
466,",subsequently insufficient teacher reform capacity,facilitated strong focused internal,previous research studies suggest,qualitative case study approach,secondary school science education,showed significant differences,enact reform initiatives,intense internal mechanism,directed lecture approach,teacher community networks,internal interaction mechanism,focused interaction mechanisms,teacher reform capacity,student focus groups,analyzing learning architectures",",blocks,children,programming,ct,block,tangible,limited,fig,repeated,boys,sequence,girls,introducing,average,demonstrates"
467,",p11 made explicit verbalized,larger dataset reveal patterns,including visual programming languages,tangible programming platform designed,prior puzzles initially repeated,tangible user interfaces,control flow instruction,icons represent instructions,control flow structures,screen programming languages,tangible programming interfaces,teach computer programming,promoting computational literacy,programming environments specifically,digital programming languages",",assessment,procedure,speaker,instruction,instructional,phenomenon,produced,case,something,lines,talk,must,segment,second,way"
468,,",regulation,joint,mr,negotiation,group,engagement,worlds,engineering,productive,metacognitive,co,disciplinary,world,social,frameworks"
469,",applies socially shared metacognitive regulation,methodological approaches highlights benefits,share theoretical assumptions,satisfy instructor expectations,data set means,single data set,undergraduate engineering program,identify unifying themes,develop generalizable understandings,perspective affords investigation,group jointly regulate,moves students make,content processing occurs,incorporates “figured worlds”,preferred group level",",game,tasks,spent,time spent,student,play,time,design,type,user,alternative,textual,content,players,metacognitive"
470,",high performing students made comments,assignments reflect earlier achievements,student achievements versus goals,linköping university,swedish primary schools,additional quantitative findings,positive metacognitive impact,book blinked anytime,metacognitive support designed,upper left corner,player received tokens,qualitative data collection,displaying textual information,visualizing learning progress,limited physical space",",script,argumentation,scripts,skills,structured,condition,regulation,self,learners,rq,high,acquisition,low,treatment,arguments"
471,",coders reached sufficient interrater reliability,repeated measures anova showed,average reach higher levels,completely unstructured control conditions,past scripted learning experience,students additional instructional guidance,high structured argumentation script students,adaptive scripts continuously assess,mathematics teacher students participating,low structured script condition,low structured argumentation script,high structured script condition,high structured argumentation script,make collaboration scripts adaptable,strong instructional guidance",",youth,schools,alternative,identity development,school,community,identity,pathways,agents,year,discourse,agent,education,participation,youths"
472,,",condition,worked,algebra,examples,problems,errors,difference,transfer,control condition,control,th grade,th,conceptual,accuracy,measure"
473,,",regulation,group,red,tool,srl,green,course,plan,phase,task,app,collaborative,mathematics,mid,google"
474,",research efforts laru & järvelä,regulated learning involves effective strategy,year primary teacher education program,realize adaptive regulation fail,planning tool reflect experiences,enhancing socially shared regulation,socially shared planning document,shelf social media tools,supporting socially shared regulation,apply effective learning strategies,pedagogically grounded instructional design,socially shared planning tool,support socially shared regulation,järvenoja & järvelä,mobile social media activities",",vocabulary,words,knowledge building,word,knowledge,kf,grade,growth,building,student,measures,years,writing,scardamalia,proficiency"
475,",level background variables affecting,productive vocabulary growth remain consistent,present study examined topics,individual variations identified earlier,vocabulary learning happened naturally,knowledge require continuous reading,knowledge building behaviour indicators,future knowledge building analytics,shorter text—text shorter,water droplets make clouds,knowledge building—immerses students,word categories positively correlated,sustained collaborative efforts made,kf log data produced,students entered higher grades",",stem,career,year,youth,treatment,college,race,high school,interest,survey,control group,science,control,items,cultural"
476,",positive youth development program based,social cognitive career theory,early stem majors switching,high school stem ost experiences,science learning positively affect,college poses substantial challenges,science themed cultural institution,science themed ost program,initial stem career interest,stem career interest increased,constructed response items asked,female youth losing interest,groups reported race mattered,positive response bias,science identity development",",technology,lesson,instructional,curriculum materials,teachers,materials,brown,episodes,preparation,curriculum,affordances,design,planning,plans,practices"
477,,",cps,group,resources,robot,learners,session,event,expert,resource,independent,framework,interactions,learner,actively,video"
478,",based learning activities involving groups,coin sorter project group,teenage learners solving problems,ericap framework analysis ranks,group ericap framework overlaps,learning sciences constructs,practice based learning,provide similar types,ways students interact,collaborative problemsolving activity,sought independent verification,study data collection,ericap video analysis,learner spent interacting,learners taking part",",evidence,model,criteria,models,arguments,pieces,genetics,missing,explanation,epistemic,unit,mechanistic,treatment,condition,molecular"
479,",“rules” governing inheritance patterns,7th grade teachers participated,targeted physics content compared,7th grade middle school,students wrote extensive arguments,hypothetical skin disease “deb”,skin layers preventing blistering,students develop generalized models/schemas,develop public criteria lists,describe inheritance patterns,specific content goals,secondary epistemic criteria related,held progressive views,coding schemes adapted,requires careful consideration",",regulation,goals,achievement,performance,mastery,self,exam,levels,predicted,motivation,three,learners,competence,group,hypotheses"
480,",mastery goals consistently correlate,measure academic achievement goals,mastery goals positively predicted,achievement goals predicting regulation,approach goals predicted regulation,structural equation modelling,performanceapproach goals strive,performanceavoidance goals strive,jointly discussing ways,achievement goals determine,achievement goals relate,approach goals stand,regulatory levels positively,avoid performance situations,panadero & järvelä",",geometry,team,dynamic,boundary,project,assignment,construction,objects,evaluation,chat,tools,artifacts,formative,assignments,graphical"
481,",projects follow iterative design cycles,cop approach usefully pulled back,evolving visual configurations witnessed,produces regular ongoing revisions,2014 icls workshop interaction analysis,abstract underlying dynamicgeometrical principles,higher order dynamicgeometry principles,evaluation design allowed insights,cereal team iterated rapidly,complex field sites exhibiting,deeper underlying geometrical thinking,meetings include revised assignments,theoretical hypotheses explored partly,experienced community members guide,recent pedagogical artifacts produced",",complex systems,systems,teachers,complex,pd,project,biology,argumentation,teacher,simulations,student,resources,instructional,classroom,content"
482,",content standard demands factored prominently,state standardized science test ranged,teacher interviews unanimously demonstrated interest,scale complex systems include businesses,single fertilized egg developing,high school science classroom contexts,boston area public schools,complex systems content significantly improved,participatory sim gamblers dilemma,providing close teacherresearcher collaboration,high school biology units,builds deeper content understanding,reduced priced lunch ranged,measured biology content related,ecology lesson plan construction",",attitude,argumentation,group,script,attitudes,change,conflict,network,discussions,communication,sna,scripts,similarity,interactions,influence"
483,",existing purposespecific collaborative learning tools,2x2 semester long field study,host argumentative cscl learning scenarios,network promoting increased idea exchange,providing rational epistemic counter,long term societal influences,multiperspective / flexible attitudes,oriented / structured attitudes,day social interaction scenarios,forge similar attitudes overtime,integrate online argumentative discussions,higher education professionals due,necessarily promote productive interactions,communication attitude questionnaire resulted,density based clustering algorithm",",uncertainty,water,argumentation,scientific,rating,external,module,feedback,intelligent,claim,model,evidence,score,knowledge,certain"
484,,",dialogues,college,writing,high school,teachers,composition,school,high,institutional,teacher,members,secondary,english,meeting,cross"
485,",high school teacher noted surprise,work typically examines common features,direct social contact allowed,research practice partnership creates real,high school teachers asked questions,successfully implement educational interventions,delay active data collection,high school esl teacher,learning sciences literature notes,high school english teacher,ease high school students,external audience proved important,high school teacher asked “,writers helps teachers tune,school leaders actively collaborate",",ct,parameters,practices,model,stem,limitations,networks,parameter,ena,simulation,student,kappa,network,varying,computational"
486,",representational forms shape human knowledge,potentially productive building blocks,single high school biology lesson,listing general issues related,frequently occurring discourse network,hour biology lesson designed,general practice identifying model limitations,students noted general model limitations,identifying visual representational limitations,9th grade students participated,identified emergent student ct,greater initial population helped,frequent individual student networks,grade biology teacher,student responses provide evidence",",expertise,expert,experts,novices,ability,awareness,discussion,student,novice,statements,self,metacognitive,relative,criteria,communication"
487,",high school experience conditions students,twenty incoming undergraduate majors,documents describing climate change,researchers independently coded half,week summer experience designed,large group discussion analyzed,specific experiences students bring,recognize important specific areas,matriculation university program,including quickly generating,analyzing problems qualitatively,northeastern comprehensive institution,professional articles intended,feel strong ownership,explicitly mentioning deliberation",",fit,feedback,statistics,achievement,performing,performance,focus,group,higher,lower,significant,receiving,average,scores,prior"
488,",undergraduate classes afford limited opportunities,significantly affect student learning,generated empirical evidence,average score comparison,avoid negative outcomes,achieve ideal goals,comparable average scores,regulatory focus influences,regulatory focus questionnaire,slightly lower scores,prevention focus tend,fit conditions compared,produce inconsistent effects,subsequent analysis revealed,lower performing group",",threads,notes,inquiry,knowledge building,stage,metacognitive,discourse,knowledge,achievement,building,low,thread,coding,collectively,questions"
489,",learning sciences studies computer,engaging low achieving students,shown positively affected students,superficial— knowledge building process,computer notes students posted,reflecting assessment data collaboratively,low academic achievers,exhibit low interest,developing deep domain,raters independently coded,knowledge connections analyzer,limited metacognitive skill,kca prompt sheets,iterative coding process,check coding reliability",",science,epistemological,identity,beliefs,simulation,investigations,pre test,expert,sophisticated,affective,self efficacy,practices,inquiry,efficacy,test"
490,",simulated authentic science inquiry environment,greater intrinsic goal orientation,expand existing statistical models,included time spent reviewing,novice participants reflect variability,affective factors influence science practices,foster sophisticated epistemological beliefs,attain sophisticated epistemological beliefs,intrinsic goal orientation,17 undergraduate students pursuing degrees,western united states,avian range expansion,time spent preparing,authentic engineering tasks,spending time preparing",",library,collaboration,group members,problems,group,members,typical,collaborative,collaborative learning,task,online,course,forum,process,bottom"
491,",overview studies describing ineffective processes,describing specific essential processes,databases academic search premier,detect extended coordination phases,massive open online courses,library requires human coding,detect suboptimal collaboration behaviors,signal individual time constraints,publication discussed typical problems,problem solving process tedious,individual group members ‘nag,individual group members contributed,individual group members contribute,implementing instructional designs,timely responses foster",",teachers,district,usage,resources,technology,school,materials,teaching,online,textbook,teacher,patterns,variation,earth,features"
492,",trained researchers jointly interviewed,activity stream indicating recent,interactive digital curriculum map,automatically collected ccs clickstreams included,included accessing digital versions,log file data cleaning,teaching high school earth science,high school earth science teachers,sole earth science teacher,prezi zoomable presentation service,reported ccs activity patterns fit,structured interview protocol designed,simply running google searches,variety index score represented,specialized users showed high frequency",",map,maps,concept,links,game,concepts,story,writing,performance,narrative,course,computer,courses,programming,video"
493,",relevant literature section concerns ai,concept map assessment rubric found,analyze individual student creations,rhetorical modes including narration,concept maps shed light,qualitatively measured student performance,driven video game prototype,existing related narrative projects,complete video game narrative,students explore artificial intelligence,improve general academic performance,include linking concepts enclosed,student concept maps included,video game narrative theme,concept map assessment rubric",",mathematical,mathematics,thinking,math,mr,discourse,notions,action,classroom,epistemology,rq,racial,cf,gesture,education"
494,",lam occasionally conflated mathematical reasoning,“fast” versus “slow kids”,support student thinking—critical thinking,facilitating authentic learning experiences,mathematics privileges knowledge “possessed”,laces everyday classroom discourse,induce critical reflection,long participatory ethnography,underlying logic appeared,socially constructed narrative,“failure” versus “success”,identify leverage points,engender shared meaning,conduct basic experiments,possibly improving communication",",curriculum materials,curriculum,sustainability,spread,materials,outcomes,scale,instrument,project,shift,ownership,projects,evidence,key,local"
495,",10year funding window experienced substantial,prevent potential publication bias,multiple document types reported results,leadership team met monthly,achieving content validity involves,peer reviewed sources including project,document reported multiple studies,metrics provide easy access,requiring research alongside development,individual teachers express intention,engineering design process applied,direct project support ends,recently published sources,internal leadership team,select relevant project documents",",equity,positioning,computer,talk,indicators,pair,turns,sound,measures,programming,distribution,episode,equitable,disciplinary,stop"
496,",multiple methods encompassing multiple aspects,tangible networked tool kit,questions generally give status,commands generally give status,total coded set show,measures reflect researcher perceptions,implementing equitable learning environments,equity including quantitatively coding turns,blockytalky devices named bruce,snippet show sarah dominating,project captured approximately 260 hours,code intentional positioning moves,pair programming typically involves,selected research measures show,specifically address computer science",",progression,teachers,formative assessment,formative,assessment,carbon,student,facilitators,ideas,task,student thinking,design,energy,enactment,curriculum"
497,",teachers categorized student work samples,brought student work samples back,11th grade biology classes,teachers interpreted student response patterns,interpret student response data linked,support formative assessment task design,inform formative assessment task design,discussing formative assessment design,interpret student work samples,high school biology teachers working,organize classroom participation structures,formative assessment design cycle,elevate progressions supported unit design,clear lesson formative matching,teachers readily referred back",",scientific,pretest,posttest,energy,claims,science,claim,pretest posttest,task,students use,evidence,everyday,semester,yet,arguments"
498,",public university laboratory school located,title “nuclear energy clean air”,possibly causing inflammatory bowel disease,analyses shed needed light,sampled classroom analytically informative,long wanted school science,explicitly distinguish evidentiary demands,identifying relevant scientific resources,everyday situations science serves,inflammatory bowel disease,students deploy specific inscriptions,editorial inscriptions include 2 photos,mediate efficient communication,peaceful river farm,parametric correlations reveal",",gaze,parallel,reflective,action,coordination,eye,screen,mathematical,new,task,objects,left,green,right,eye tracking"
499,",circles represent focal gaze points,sensorimotor coordinations grounding mathematical conceptions,discoveries students made en route,cognitive adaptations—emergent interaction routines,gaze patterns accompanying successful hand,operatory schemes underlying mathematical concepts,length peerreviewed journal article,historically evolved instrumented fields,researchers independently analyzed part,reject exclusively representationalist epistemologies,tobii mobile device stand,icls 2016 conference theme “directs,researcher respective activities avail,regulate effective worldly transactions,process piaget called reflective abstraction",",knowledge building,knowledge,building,discourse,kb,collective,zhang,analytics,similarity,thread,bereiter,knowledge forum,community,network,idea"
500,,",scale,scales,resource,linear,resources,ten,student,size,ratio,points,graph,graphs,figure,course,units"
501,,",eye tracking,eye,tracking,mental,visual,private,representational,trial,intervention,gaze,learning environments,technology,meta,environments,processes"
502,",eye tracking software captured millisecond,infox team debriefed daily,analyzing related quantitative data,encourage dialogic metacognitive reflection,research team rotated roles,real time gaze tracing,real time gaze track,student generated meaning making,milliseconds blinded participants spent,conceptual scientific content accessible,technologically informed learning environments,utilize technologically supported artifacts,youth summer camp participants,subsequent group reflection revealed,mental meaning making processes",",epistemology,science,kirschner,knowledge,theory,scientific,knowledge building,scardamalia,building,bereiter,pedagogy,creation,explanations,ideas,tree"
503,",students contributed notes proposing explanations,‘scientists patiently gather piles,knowledge creation/ knowledge building alternative,education context knowledge building/knowledge creation,research involves experimental comparisons,scientific knowledge require understanding science,called “progressive” research programs deal,explain leaves changing color,improving explanations means working,identified causal factors work,creative computer program development,occasionally experimental studies,scientists rarely abandon,practice disciplinary knowledge creation,instructional designers confuse",",help,seeking,source,beliefs,value,seek,sentence,values,theory,evaluation,sources,survey,items,self,success"
504,",modern educational psychology incorporates students,survey experiment provided strong evidence,indicating excellent internal consistency,learning experience designers incorporate awareness,analyses connecting categorical experimental manipulations,significantly negatively predict intentions,significantly positively predict intentions,english language learning domains,hoc analyses connecting levels,completed survey items measuring,peer helper suggestion system,future work includes replicating,perceived evaluation anxiety caused,person offers high quality,categorical condition variable",",eye,eye tracking,tracking,visual,orchestration,cscl,visual representations,looking,competencies,representational,representations,collaborative,teacher,cognitive,dillenbourg"
505,",explaining linguistically complex visual elements,involve multiple interactive visual representations,tracking studies remote collaborations involve,call ‘multimodal teaching analytics,helps establish common ground,quantitatively describes visual coordination,makes explicit deictic gestures,collaborative program comprehension task sharma,equal duration time windows,perspectives show common points,visual representations predicted error,mooc style video lecture,diverse authentic classroom settings,students understand deictic references,authors call ‘orchestration load",",youth,interest,related,youths,participation,conditions,career,activity,future,time,material,practice,desired,resources,experienced"
506,",danish critical psychology lends,argue differential success pursuing interest,reputable film making program,record rap music drove,spending time film making,require additional financial resources,family income required youth,high school enjoyed volunteering,germandanish critical psychology,future careers illustrating prepared,related pursuits require material,mørck & huniche,creation summits members,constructs including parent,data display included youth",",graph,density,iteration,virtual,graphs,curriculum,materials,points,laboratory,objects,models,claim,pretest,pretest posttest,object"
507,",popular open source physics engine,exploring continuous graphs impeded construction,quantitative analyses demonstrate significant improvement,young children rarely differentiate mass,grid box represents higher density,concurrently addressing instructional goals,materials simulation jen correctly identified,directly contradict intuitive beliefs,graph construction jen plotted sink,achieved significantly higher gains,graph construction proved insufficient,post submission text guidance,illustrating specific disciplinary concepts,generated appropriately diverse objects,graph construction score distributions",",code,blocks,computational,pair,population,stable,programming,pairs,ct,challenge,log,practices,wilensky,environment,chance"
508,",computational thinking practices specifically relevant,computational problem solving practices related,learners develop mechanistic understandings,middle school biology classroom,grade science classes participated,mechanisms underlying maintaining stability,make alphabets string identical,paper investigates student learning,shifting distributions problem,examine themes related,events involving interactions,segments provided clues,make minor modifications,modular computational solutions,ethnically diverse suburb",",game,children,communicate,systems,cycle,simulation,design,complex systems,cycles,quality,number,amount,field,team,rules"
509,",large ecologies involving wolf,indicating strong learning gains,forge personally meaningful understandings,design principle / takeaway,ensure core learning goals,computational textile bees embedded,major design cycles highlighted,colored water representing nectar,flowers incorporated rfid tags,design decisions impacted children,large outdoor garden space,“waggle dance” communication created,twelve laminated paper flowers,systems thinking concepts engaged,finite storage capacity",",collaborative,control,team,control condition,collaboration,condition,ratings,peer,rating,teams,module,intervention,attitudes,pre post,online"
510,",leveraged interactive training methods developed,educational settings presents numerous challenges,outline key 21st century skills,“gold standard” randomized controlled trial,hour online instructional module informed,highly selective private university,control modules addressed visual design,simply additional instructional time,randomized controlled trial comparing,long units individually online,helps students develop important,short online instructional module,structuring effective collaborative teams,training student project teams,findings show strong evidence",",museum,communities,color,families,racial,economic,cultural,positioning,seek,labels,african,diversity,culturally,engage,visitors"
511,",interventions museum workers employ reveal,museum workers identified african americans/blacks,roles including vice president,settings including natural history,open coding interview transcripts,museums foster museumgoing habits,foreshadow future work detailing,sample mentioned asian communities,museum workers include “bilingual,recruit 26 science museum workers,museum education workers due,cultural diversity influence learning,role museum workers feel,develop culturally relevant exhibitions,solutions museum workers cite",",mooc,moocs,quality,facilitators,designers,global,yes,survey,overview,target,indicators,learners,education,stakeholders,workshop"
512,",traditional distance education courses,mixed method research combining,massive open online courses,global mooc quality survey,selected key quality indicators,leading international associations,interested stakeholders worldwide,specific mooc type,formal education settings,mooc quality survey,quality reference framework,learning communities attending,interviewed target groups,formal evaluation concept,alternative evaluation measures",",teachers,schools,self,school,planning,lessons,teacher,lesson,project,factors,good,science education,monitoring,motivation,science"
513,",respondents rated secondary school graduates,arranging time table/ schedule,personal attributes elements shown,*denotes good practice school,providing professional development workshops,peer lesson observation session,sdl conceptual model includes,good practice schools tended,15cm paper bridge strong,teaching students basic information,teachers utilized peer assessment,ensure successful sdl implementation,van merrienboer & sluijsmans,preliminary analytic notes,specific science principles found",",language,sound,emerging,third,english,everyday,researcher,academic,labels,scientific,disciplinary,physical,mechanistic,spaces,produced"
514,,",modeling,model,epistemic,framing,mr,considerations,consensus,utterances,scientific,molecules,practices,phenomena,models,group,teachers"
515,",midwest suburban elementary school,5th grade classrooms taught,revision process involves discussions,engage upper elementary students,framed scientific modeling differently,epistemic utterances convey students,identifying key factors,explore computer simulations,made “majority rule”,nail polish dries,national research council,justification ec focuses,end product filled,small group discussions,small group conversations",",design,global,technology,technologies,social,learners,theory,learning sciences,economic,cultural,agency,sciences,perceptual,community practice,vygotsky"
516,,",games,knowledge,epistemic,professional,practices,higher education,course,education,objects,teams,functional,professionals,project,various,programs"
517,",typical medication review includes investigation,recently introduced curriculum elements aimed,translational games play important roles,weaving games involve continuous adjustment,valsiner & van der veer,weekly steering group sessions,bridge geographically dispersed knowledge,pupil displaying learning difficulties,knowledge practices reflect valued practices,unclear initial goal framing,play skillfully special kinds,settings expect future employees,rapidly evolving knowledge society,participation metaphors put forward,knowledge creation metaphor introduced",",student thinking,video,pd,thinking,contrasting,cases,teacher,task,level,session,participants,high level,enactment,comments,pedagogical"
518,",pdparticipants recognize finer distinctions,video case helped students grapple,cognitively demanding tasks shapes,single video case depends,follow scripted procedures meaninglessly,video case showing low,discussing “enactment” video showing high,video case facilitated students,1 represented lowlevel student thinking,contrasting video cases revealing,contrasting video cases started,findings revealed interesting differences,cognitively demanding science task,cognitively demanding task showed,high school biology teachers",",light,parameter,condition,model,parameters,real,cluster,exploration,inquiry,path,sequences,systematic,interface,sequence,technology"
519,",recent technological developments gave rise,wilcoxon rank sum test due,interactive biology laboratories provide opportunities,san francisco bay area,interactive computer simulations generally focus,student groups examined experiment videos,real data interweaves multiple practices,researcher team taught 6 sessions,hand generally lack affordances,traditional bifocal modeling framework,full bifocal modeling framework,sim condition revealed significant differences,employed fixed effects manova,parameter “rotation / turning,interweave multiple scientific practices",",cohort,engineering,program,solar,summer,positioned,scholars,youth,members,diverse,project,feedback,stem,teachers,positioning"
